获奖年度,获奖奖种,获奖编号,获奖项目名称,项目完成单位
2022,自然科学奖,2022-Z02-2-05-R01,具有记忆特性复杂网络系统的非线性控制与应用,无
2022,科学技术进步奖,2022-J11-1-03-R02,电动汽车底盘运动控制与能量管理关键技术及应用,无
2022,自然科学奖,2022-Z04-1-03-D01,传染病传播演化与干预效应量化理论研究,北京师范大学
2022,科学技术进步奖,2022-J04-2-03-R03,国产高分十米级分析即用数据集生成技术及其应用,无
2022,技术发明奖,2022-F05-1-01-R08,结构性心脏病介入诊疗关键技术体系创新与推广应用,无
2022,科学技术进步奖,2022-J09-2-07-R06,陆相致密砂岩气成藏和富集理论技术创新与工业化应用,无
2022,科学技术进步奖,2022-J06-1-02-R05,上消化道及毗邻结构肿瘤相关疾病内镜微创诊疗新模式的创建与推广,无
2022,科学技术进步奖,2022-J02-2-07-R05,空天地协同的视觉智能关键技术及应用,无
2022,技术发明奖,2022-F06-2-02-R08,非常规油气藏长水平井快速成像探测关键技术与应用,无
2022,科学技术进步奖,2022-J10-2-07-R03,构造活跃区隧道灾变高效判识控制关键技术和成套装备研究及应用,无
2022,科学技术进步奖,2022-J01-2-07-R07,面向工业物联网的全自主射频识别系统关键技术及应用,无
2022,科学技术进步奖,2022-J12-2-02-D01,森林火灾精细化预警关键技术和应用,中国林业科学研究院森林生态环境与自然保护研究所
2022,科学技术进步奖,2022-J02-1-05-R11,沉浸式视频编解码关键技术与应用,无
2022,科学技术进步奖,2022-J11-2-06-R09,超大城市交通视觉大数据高效表达与运行决策关键技术与应用,无
2022,科学技术进步奖,2022-J04-2-08-D03,水下油气开发模式设计与智能运维关键技术及工程应用,中国石油大学（华东）
2022,科学技术进步奖,2022-J06-2-07-R08,糖尿病筛查及诊断分型新策略的建立,无
2022,科学技术进步奖,2022-J10-2-03-R05,地铁暗挖工程帷幕止水建造关键技术研究与应用,无
2022,自然科学奖,2022-Z05-2-07-D02,泥页岩孔-缝系统分形机制与三维重构及含油气性机理,中国石油大学（华东）
2022,科学技术进步奖,2022-J08-2-04-D01,HP-胃炎-癌前病变中西医协作诊疗体系的创建和推广应用,北京大学第一医院
2022,科学技术进步奖,2022-J12-2-04-R03,不结球白菜优异种质创新和周年生产配套品种选育与应用 ,无
2022,自然科学奖,2022-Z04-1-01-R06,细胞命运稳定性与可塑性的表观遗传调控机制,无
2022,科学技术进步奖,2022-J08-2-02-D03,从肝脾肾论治慢性肾脏病基础研究与临床应用,西北大学
2022,自然科学奖,2022-Z03-2-05-R05,基于准金属纳米结构的表面增强拉曼光谱分析研究,无
2022,科学技术进步奖,2022-J02-2-15-D04,航天复杂装备全生命周期数字化协同研制关键技术与应用,北京航空航天大学
2022,科学技术进步奖,2022-J08-1-01-R14,中药材生态种植理论和技术体系的构建及示范应用,无
2022,技术发明奖,2022-F06-2-02-R04,非常规油气藏长水平井快速成像探测关键技术与应用,无
2022,科学技术进步奖,2022-J11-1-04-D02,高速铁路复杂工况高安全运行控制关键技术研究及应用,清华大学
2022,科学技术进步奖,2022-J02-2-11-R02,基于智能蜂群控制的抗干扰高速隐身无人机关键技术研发及产业化,无
2022,科学技术进步奖,2022-J09-2-07-R10,陆相致密砂岩气成藏和富集理论技术创新与工业化应用,无
2022,科学技术进步奖,2022-J07-2-02-R08,非交联细胞外基质源生物材料技术平台开发与系列化医疗器械产业化,无
2022,科学技术进步奖,2022-J10-2-08-R01,复杂高层建筑结构抗震设计理论、关键技术创新与工程应用,无
2022,科学技术进步奖,2022-J01-2-03-R01,面向真实场景的高性能通用人工智能芯片研发及大规模部署,无
2022,科学技术进步奖,2022-J11-1-02-D05,装配式轨道技术研发及产业化,苏州市轨道交通集团有限公司
2022,科学技术进步奖,2022-J01-1-01-R12,航空遥感系统国家重大科技基础设施,无
2022,科学技术进步奖,2022-J08-2-03-R06,中医药救治新型冠状病毒感染研究与药物研发,无
2022,科学技术进步奖,2022-J06-2-06-R02,基于我国丙型肝炎特点的筛查体系及自主创新治愈方案的建立及应用,无
2022,自然科学奖,2022-Z01-2-03-R01,复杂非线性系统的可积性及其物理应用,无
2022,科学技术进步奖,2022-J09-2-02-R09,海上大型辫状河三角洲油藏精准描述关键技术及工业化应用,无
2022,自然科学奖,2022-Z01-2-01-R07,新时代的张量网络计算理论与方法：从机器学习到量子计算,无
2022,自然科学奖,2022-Z05-2-04-R03,光刻机工件台高动态非线性超精密运动控制理论及方法,无
2022,科学技术进步奖,2022-J10-2-06-D03,复杂环境下地下工程混凝土关键技术创新与应用,北京可耐可特新材料有限公司
2022,自然科学奖,2022-Z03-2-01-R02,苝酰亚胺类n型光电聚合物/齐聚物的创制,无
2022,科学技术进步奖,2022-J06-2-04-R05,冠心病CT智慧诊断体系的创建及应用,无
2022,科学技术进步奖,2022-J05-2-07-R05,京津冀一体化地震灾害快速评估与辅助决策系统研发及应用,无
2022,科学技术进步奖,2022-J13-2-01-R04,科幻电影中的科学普及与科教融合,无
2022,自然科学奖,2022-Z04-2-05-R01,遗传性神经肌肉病的新致病基因鉴定和发病机制研究,无
2022,科学技术进步奖,2022-J04-2-07-R09,新型高效二维可见/太阳光催化纳米材料构建及其复合技术工程应用,无
2022,科学技术进步奖,2022-J10-2-01-D01,超大跨度机库建造关键技术研究及应用,中国航空规划设计研究总院有限公司
2022,科学技术进步奖,2022-J06-2-03-R01,结核病关键诊断技术的创新性建立及应用,无
2022,科学技术进步奖,2022-J02-1-03-R14,基于应用程序接口精准检测和高效动态防护的云安全关键技术与应用,无
2022,科学技术进步奖,2022-J03-2-03-R07,金属密封用镍基高温合金冷轧薄带关键技术及产业化研究,无
2022,科学技术进步奖,2022-J02-2-08-D01,复杂电力通信环境下量子密钥分发与组网关键技术、装备与应用,国网北京市电力公司
2022,技术发明奖,2022-F06-1-01-R11,玉米新型育种和制种技术及其应用,无
2022,科学技术进步奖,2022-J06-2-06-D01,基于我国丙型肝炎特点的筛查体系及自主创新治愈方案的建立及应用,北京大学人民医院
2022,科学技术进步奖,2022-J02-1-03-R09,基于应用程序接口精准检测和高效动态防护的云安全关键技术与应用,无
2022,科学技术进步奖,2022-J11-2-04-R01,基于云平台的轨道交通智慧关键技术研发与应用,无
2022,科学技术进步奖,2022-J13-1-01-D02,关爱妇女，保护母亲:协和女性健康系列科普作品与普及活动,中国妇女出版社有限公司
2022,自然科学奖,2022-Z01-1-02-R05,FAST精细刻画快速射电暴及其周边环境,无
2022,自然科学奖,2022-Z01-2-06-R05,三元策略提高有机光伏器件性能及关键科学问题研究,无
2022,科学技术进步奖,2022-J06-2-08-D01,新生儿脑损伤诊治和预后预测的技术体系和推广应用,北京大学第一医院
2022,科学技术进步奖,2022-J01-1-02-R10,硅薄膜外延设备研发及产业化,无
2022,科学技术进步奖,2022-J09-2-04-R10,面向多应用场景的高性能燃料电池关键技术自主化突破与批量制造,无
2022,科学技术进步奖,2022-J01-1-01-R09,航空遥感系统国家重大科技基础设施,无
2022,自然科学奖,2022-Z04-2-03-R04,组蛋白酰基化读码识别及其功能意义,无
2022,科学技术进步奖,2022-J06-2-01-R09,全主动脉腔内诊疗体系的构建与应用,无
2022,自然科学奖,2022-Z01-1-02-R10,FAST精细刻画快速射电暴及其周边环境,无
2022,科学技术进步奖,2022-J02-2-15-D02,航天复杂装备全生命周期数字化协同研制关键技术与应用,中国空间技术研究院
2022,科学技术进步奖,2022-J12-1-02-R11,低维护高抗月季新优品种培育与应用,无
2022,科学技术进步奖,2022-J09-2-08-R08,支持京津冀100%绿电消纳的微电网主动支撑关键技术及工程应用,无
2022,科学技术进步奖,2022-J02-2-02-R07,领域专用处理器关键技术及应用,无
2022,科学技术进步奖,2022-J10-2-07-D06,构造活跃区隧道灾变高效判识控制关键技术和成套装备研究及应用,中国科学院武汉岩土力学研究所
2022,科学技术进步奖,2022-J09-2-05-R06,柔性直流输电换流装备试验方法、平台研制及应用,无
2022,技术发明奖,2022-F04-2-01-R05,航天器复杂结构碎片撞击监测及泄漏精确定位关键技术与应用,无
2022,科学技术进步奖,2022-J02-1-05-R12,沉浸式视频编解码关键技术与应用,无
2022,自然科学奖,2022-Z04-2-06-D01,国人心血管相关疾病的代谢特征和发病机制的探索与应用,北京大学
2022,科学技术进步奖,2022-J10-1-02-R04,城市建筑与建筑群多尺度抗震分析理论与性能提升技术,无
2022,科学技术进步奖,2022-J08-2-02-R09,从肝脾肾论治慢性肾脏病基础研究与临床应用,无
2022,科学技术进步奖,2022-J08-2-04-D06,HP-胃炎-癌前病变中西医协作诊疗体系的创建和推广应用,中国中医科学院广安门医院
2022,科学技术进步奖,2022-J10-2-02-R02,面向岩土构筑物安全监测的微芯智能传感研发应用与产业化,无
2022,科学技术进步奖,2022-J11-1-02-D08,装配式轨道技术研发及产业化,中铁二局集团有限公司
2022,科学技术进步奖,2022-J05-2-05-R09,高端数控装备健康状态评估与智能运维关键技术及应用,无
2022,自然科学奖,2022-Z05-2-03-R03,全天候时空连续一致的地表温度遥感反演与验证方法,无
2022,科学技术进步奖,2022-J10-1-02-D10,城市建筑与建筑群多尺度抗震分析理论与性能提升技术,中规院（北京）规划设计有限公司
2022,科学技术进步奖,2022-J02-2-13-D03,多模态识别技术在低功耗边缘智能设备上的应用及产业化,清华大学
2022,科学技术进步奖,2022-J02-1-03-D05,基于应用程序接口精准检测和高效动态防护的云安全关键技术与应用,奇安信网神信息技术（北京）股份有限公司
2022,科学技术进步奖,2022-J10-1-02-R09,城市建筑与建筑群多尺度抗震分析理论与性能提升技术,无
2022,科学技术进步奖,2022-J01-2-07-R05,面向工业物联网的全自主射频识别系统关键技术及应用,无
2022,科学技术进步奖,2022-J05-2-04-R08,能源装备超大型铸锻承载结构件关键成形技术及应用,无
2022,科学技术进步奖,2022-J09-2-05-R02,柔性直流输电换流装备试验方法、平台研制及应用,无
2022,自然科学奖,2022-Z05-2-07-R02,泥页岩孔-缝系统分形机制与三维重构及含油气性机理,无
2022,技术发明奖,2022-F06-2-01-D02,鸭坦布苏病毒病防控关键技术及应用,瑞普（保定）生物药业有限公司
2022,科学技术进步奖,2022-J06-2-03-R07,结核病关键诊断技术的创新性建立及应用,无
2022,科学技术进步奖,2022-J09-2-01-R01,盐下大型厚层碳酸盐岩油藏1500万吨产能建设关键技术创新及应用,无
2022,科学技术进步奖,2022-J06-2-07-R04,糖尿病筛查及诊断分型新策略的建立,无
2022,科学技术进步奖,2022-J01-1-02-R01,硅薄膜外延设备研发及产业化,无
2022,科学技术进步奖,2022-J01-2-07-R08,面向工业物联网的全自主射频识别系统关键技术及应用,无
2022,技术发明奖,2022-F06-2-03-R05,油基钻井液用关键处理剂的研制与工业化应用,无
2022,科学技术进步奖,2022-J11-1-01-D08,高速铁路路基结构设计、建造与运维关键技术的创建与应用,中铁十六局集团有限公司
2022,科学技术进步奖,2022-J02-1-01-R03,高速铁路轨道几何参数高精度高动态检测关键技术与应用,无
2022,科学技术进步奖,2022-J11-2-07-R07,公路桥梁服役状态智能评估与韧性提升关键技术,无
2022,技术发明奖,2022-F06-2-03-R02,油基钻井液用关键处理剂的研制与工业化应用,无
2022,自然科学奖,2022-Z03-2-02-R01,大晶格失配度下的非外延合成及应用,无
2022,科学技术进步奖,2022-J02-2-01-R06,面向媒体智能的跨模态多语言关键技术及产业化应用,无
2022,科学技术进步奖,2022-J02-2-02-R04,领域专用处理器关键技术及应用,无
2022,科学技术进步奖,2022-J02-2-05-R03,远程健康服务关键技术及产业化应用,无
2022,技术发明奖,2022-F05-1-01-D06,结构性心脏病介入诊疗关键技术体系创新与推广应用,北京华医圣杰科技有限公司
2022,科学技术进步奖,2022-J12-2-05-R01,封闭式无土栽培创制和蔬菜节水高品质栽培技术研究与示范,无
2022,科学技术进步奖,2022-J13-1-01-R09,关爱妇女，保护母亲:协和女性健康系列科普作品与普及活动,无
2022,科学技术进步奖,2022-J02-2-09-R06,IPv6根服务器系统研发与部署应用,无
2022,科学技术进步奖,2022-J01-1-02-R13,硅薄膜外延设备研发及产业化,无
2022,科学技术进步奖,2022-J06-2-01-D02,全主动脉腔内诊疗体系的构建与应用,北京理工大学
2022,科学技术进步奖,2022-J10-T-01-D01,北京大兴国际机场航站楼建造关键技术研究与应用,北京城建集团有限责任公司
