企业名称,统一社会信用代码
北京木瓜移动科技股份有限公司,9.11E+17
北京新航城控股有限公司,9.11E+17
北京市密云区城市管理委员会,11110228000108118F
北京市基础设施投资有限公司,
北京市顺义区双丰街道办事处,1.11E+17
北京华富新业房地产开发有限公司,9.11E+17
北京市怀柔区园林绿化局,
北京市公安局朝阳分局,11110000000028943G
北京中海金石房地产开发有限公司,91110107062839610H
北京市海淀区教育委员会,11110108000057883P
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京三元德宏房地产开发有限公司,91110115783210708B
北京市延庆区水务局,11110229000117938X
北京市自来水集团有限责任公司,91110000101358044Q
中国铁路北京局集团有限公司,91110000100013669B
北京新龙房地产开发有限公司,9111011470034869X2
北京招商局铭嘉房地产开发有限公司,91110114082850315N
广发银行股份有限公司,91440000190336428Q
北京市交通委员会顺义公路分局,1211000040070914XP
北京市密云水库管理处,12110000400638839X
北京市丰台区城市建设综合开发集团有限公司,9.11E+17
北京市怀柔区九渡河镇人民政府,11110227000098394B
门头沟区园林绿化局,
北京市朝阳区园林绿化局,11110105733481657Q
北京恒盛宏大道路投资有限公司,91110106685123272E
北京首捷创新置业有限公司,91110107MA01LD382N
北京市经济和信息化局,11110000693225666K
北京市华东实业公司,9.11E+17
北京市大兴区园林绿化局,1.11E+17
北京科控置地有限公司,91110116MA01PU1Y09
北京市昌平区流村镇人民政府,11110221000103798G
北京市通州区梨园镇人民政府,11110112078531557T
北京市大兴区食品药品监督管理局,11110000400605770N
北京市土地整理储备中心通州区分中心,1.21E+17
国网北京市电力公司,9.11E+17
北京世纪文创置业有限公司,91110105666924533X
北京市密云区新城子镇人民政府,11110228000108572R
北京城市排水集团有限责任公司,9.11E+17
北京市公联公路联络线有限责任公司,9.11E+17
北京怀胜儒居房地产开发有限公司,91110116MA01H96E8D
北京市基础设施投资有限公司,
北京市大兴区园林绿化局,1.11E+17
国网北京市电力公司,9.11E+17
北京科技园文化教育建设有限公司,9.11E+17
北京市基础设施投资有限公司,
谊安和美投资管理有限公司,
北京市城市管理委员会,1.11E+17
北京理想汽车有限公司,
北京中关村东升科技园有限责任公司,9.11E+17
西城区教育委员会,
北京城市排水集团有限责任公司,9.11E+17
海淀区住建委、海融达公司,
北京市海淀区卫生健康委员会,11110108358998354N
北京永安市政建设投资有限公司,91110114091866407G
北京市昌平区十三陵镇人民政府,11110221000103499J
北京市东城区交道口街道办事处,
北京城市副中心投资建设集团有限公司,9.11E+17
北京市燃气集团有限责任公司,91110000795951626B
北京城市副中心投资建设集团有限公司,9.11E+17
北京市农林科学院畜牧兽医研究所,
北京市密云区城市管理委员会,11110228000108118F
北京丰台医院,12110106400852974D
北京市自来水集团有限责任公司,91110000101358044Q
通州区园林绿化局,
北京城市副中心投资建设集团有限公司,9.11E+17
北京首钢二通建设投资有限公司,91110106351625774B
北京市房山区城市管理委员会,
丰台区园林绿化局,
李遂镇人民政府,
北京宝鸿天城房地产开发有限公司,91110228579048627W
北京市朝阳区东风乡人民政府,11110105K001165516
北京市基础设施投资有限公司,
中铁置业集团北京有限公司,9111010575131625X1
北京城市排水集团有限责任公司,9.11E+17
北京市顺义区杨镇人民政府,11110110793420776B
北京市昌平区教育委员会,1.11E+17
北京市朝阳区水务局,1111010500005296XC
北京安盾兰达科技有限公司,91110115330292843P
中芯国际集成电路制造（北京）有限公司,9.11E+17
北京通州投资发展有限公司,91110112MA01FLXW9P
北京市土地整理储备中心通州区分中心,1.21E+17
国网北京市电力公司,9.11E+17
北京怡璟置业有限公司,
北京市怀柔区园林绿化局,
首钢集团有限公司,9.11E+17
华瀚投资集团有限公司,91110000722611479N
北京市延庆区城市管理委员会,
北京市通州区张家湾镇人民政府,1111011200008462X1
北京市门头沟区潭柘寺镇人民政府,11110109000073373B
北京市顺义区园林绿化局,
北京市丰台区房屋经营管理中心,12110106736487560P
北京市公安局公安交管局,
国网北京市电力公司,9.11E+17
西城区什刹海街道办事处,
北京市基础设施投资有限公司,
美巢集团股份公司,91110000102882227A
北京万合双新房地产开发有限责任公司,91110105MA002QMN7F
南洋投资有限公司,
北京市海淀区城市管理委员会,
北京三元德宏房地产开发有限公司,91110115783210708B
北京国际商务中心区开发建设有限公司,91110000784802297L
北京市昌平区马池口镇人民政府,11110221000103448A
万帮金之星科技（北京）有限公司,
中建玖合发展集团有限公司,
北京庆隆建设管理有限公司,91110229MA01KBNG4U
北京住总京房房地产开发有限公司,91110111MA00DPHR59
北京市朝阳区教育国有资产管理中心,12110105400840869H
北京市朝阳区教育委员会,1.11E+17
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市顺义区南彩镇人民政府,1.11E+17
北京市首都公路发展集团有限公司,91110000700221058P
北京中开盈泰房地产开发有限公司,91110105MA01QY9G0P
北京华融金盈投资发展有限公司,91110102062828989E
北京通州商务园开发建设有限公司,9111000066050102XY
北京中关村微纳能源投资有限公司,9.11E+17
北京京投润德置业有限公司,
北京市朝阳区水务局,1111010500005296XC
北京市园林绿化局,1111000078480249XC
康龙化成（北京）医药科技有限公司,
北京市基础设施投资有限公司,
顺义区木林中心幼儿园,
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京未来科技城开发建设有限公司,
北京市朝阳区卫生健康委员会,11110105000052943R
北京交控硅谷科技有限公司,91110106MA001TX79Q
北京建工地产有限责任公司,9.11E+17
北京市房山区城市管理委员会,
北京市怀柔区怀北镇人民政府,1.11E+17
中交世茂（北京）置业有限公司,
万帮金之星科技（北京）有限公司,
顺义区推进浅山区建设办公室,
北京市顺义大龙城乡建设开发总公司,9.11E+17
北京中关村电子城建设有限公司,9.11E+17
北京市基础设施投资有限公司,
北京市房山区城市管理委员会,
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京丽富房地产开发有限公司,91110105761414005C
北京庆隆建设管理有限公司,91110229MA01KBNG4U
中国信息通信研究院,12100000400009442Y
北京仁和日升房地产有限公司,91110113757712608N
北京市昌平区马池口镇人民政府,11110221000103448A
北京京投丰德房地产有限公司,91110106MA01HQ6A1G
北京京投城市管廊投资有限公司,91110228MA006BF569
北京新六农牧科技有限公司,91110117MA01LC1L33
北京市公联公路联络线有限责任公司,9.11E+17
北京市土地整理储备中心房山区分中心,12110000794050420X
北京市顺义区城市管理委员会,
北京市首都公路发展集团有限公司,91110000700221058P
北京璟鑫达房地产开发有限公司,91110107MA01NCE807
北京博大新元房地产开发有限公司,91110302672352586X
北京纬纶华业环保科技股份有限公司,91110108802070297Y
北京华大基业房地产开发有限责任公司,91110108102562506P
北京北投生态环境有限公司,9.11E+17
中信金盏（北京）投资有限公司,
北京市南水北调工程建设管理中心,1.21E+17
北京市房山新城置业有限责任公司,91110111MA00D6AE22
北京市天房银地房地产开发有限公司,
北京市顺义区空港街道办事处,11110110668417623F
北京市综合投资公司,
北京大兴国家粮食储备库,91110115102846656U
西北工业大学,
北京市水产技术推广站,12110000400639065E
北京市顺义区北务中心幼儿园,
北京市通州区西集镇人民政府,11110112000084590Q
北京未来科学城科技发展有限公司,91110114064924421H
海淀区水务局、海融达公司,
北京市大兴区园林绿化局,1.11E+17
北京富华运通房地产开发有限公司,9.11E+17
北京市公安局朝阳分局,11110000000028943G
国网北京市电力公司,9.11E+17
北京城市副中心投资建设集团有限公司,9.11E+17
北京城市副中心投资建设集团有限公司,9.11E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京禹茂房地产开发有限公司,91110112MA01HM4J1D
北京市昌平区教育委员会,1.11E+17
北京市海淀区人民政府海淀街道办事处,11110108000058288C
北京城市副中心投资建设集团有限公司,9.11E+17
国网北京市电力公司,9.11E+17
北京钟鼓楼龙苑文化发展有限公司,91110101MA01GNE66T
北京市保障房配套市政基础设施建设有限公司,91110000MA004XM095
北京绿都基础设施投资有限公司,9.11E+17
北京怀柔科学城置业有限公司,91110116MA01HNX623
北京建远万誉房地产开发有限公司,91110106MA01UA033M
北京海房投资管理集团有限公司,91110108MA006K3E8A
北京市基础设施投资有限公司,
北京佰仁医疗科技股份有限公司,9.11E+17
北京市平谷区城市管理委员会,11110226000113160J
北京怀柔科学城建设发展有限公司,91110116MA00D3MN4H
海淀区水务局、海融达公司,
北京市园林绿化局防沙治沙办公室,
北京市密云区新城子镇人民政府,11110228000108572R
北京市顺义区城市管理委员会,
北京兴振顺达投资管理有限公司,
北京顺义市政控股有限责任公司,91110113MA002PG83K
北京宏炬置业有限公司,91110115MA018XME6Q
通州区园林绿化局,
北京鑫浩投资中心,9.11E+17
北京市房山区城市管理委员会,
北京北投置业有限公司和北京通州投资发展有限公司联合体,
北京窦店蓝海创享城镇建设开发有限公司,91110111MA01DGE36L
北京城市副中心投资建设集团有限公司,9.11E+17
