   序号,证书状态,证书形式,证号,企业名称,法人代表,行政相对人代码,注册地址,经济类型,许可机关,核发日期,前一次有效期,延期有效期,,
4377,有效,电子,（京）JZ安许证字[2023]021228,北京华力恒通建筑工程有限公司,/,91110106580837498T,北京市怀柔区雁栖镇京加路18号(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-06,2023-04-12,2026-04-05,,
4378,有效,电子,（京）JZ安许证字[2023]021230,中浩博远(北京)建设工程有限公司,/,91110109MA01PJ8J2M,北京市门头沟区潭柘寺镇鲁家滩大街60号院TZS0367,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-07,2023-04-12,2026-03-06,,
4379,有效,电子,（京）JZ安许证字[2023]021231,北京英华伟业市政工程有限公司,/,91110228MA0195JA3L,北京市密云区西田各庄镇雁密路99号601室-1198(西田各庄镇集中办公区),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-10,2023-04-12,2026-03-09,,
4380,有效,电子,（京）JZ安许证字[2023]021236,北京中益盛达建筑工程有限公司,/,91110109MA01NN209U,北京市门头沟区石龙经济开发区永安路20号1号楼14层2单元1401室-DXF331,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-21,2023-04-12,2026-03-20,,
4381,有效,电子,（京）JZ安许证字[2023]021237,中鑫达建(北京)建筑工程有限公司,/,91110117MA01NG6C3K,北京市平谷区马坊镇金河北街17号院3号楼4层407,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-06,2023-04-12,2026-03-05,,
4382,有效,电子,（京）JZ安许证字[2023]021242,北京瑞泰昌达工程技术有限公司,/,91110116MA01GN1982,北京市怀柔区融城北路10号院46号楼10层1026,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-13,2023-04-12,2026-03-12,,
4383,有效,电子,（京）JZ安许证字[2023]021252,中亿亨(北京)建设有限公司,/,91110113MA01MX091L,北京市顺义区信达路17号院1号楼4层407,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-13,2023-04-13,2026-03-12,,
4384,有效,电子,（京）JZ安许证字[2023]021253,北京创业跃进建筑工程有限公司,/,91110114558523847T,北京市昌平区北七家镇平西府村261号(供销社)4幢404,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-04,2023-04-13,2026-03-07,,
4385,有效,电子,（京）JZ安许证字[2023]021255,北京华世博纪建筑工程有限公司,/,91110109MA01KT372Q,北京市门头沟区双峪路35号院1号7层F701-588,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-21,2023-04-13,2026-03-20,,
4386,有效,电子,（京）JZ安许证字[2023]021256,中建神州(北京)建设工程有限公司,/,91110109MA0083QE9Y,北京市门头沟区石龙南路10号QS979(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-08,2023-04-13,2026-03-07,,
4387,有效,电子,（京）JZ安许证字[2023]021257,北京浩宇晟建筑工程有限公司,/,91110109MA01ND607B,北京市门头沟区清水镇艾峪村AYC001号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-29,2023-04-13,2026-03-28,,
4388,有效,电子,（京）JZ安许证字[2023]021259,北京中泽鸿达建筑工程有限公司,/,91110109MA01MKEF4J,北京市门头沟区大台商贸公司玉皇庙门市部2幢1至2层DT1098,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-08,2023-04-13,2026-03-07,,
4389,有效,电子,（京）JZ安许证字[2023]021131,中荘宏业(北京)工程技术有限公司,/,91110116MA01P9PLXK,北京市怀柔区雁栖经济开发区雁栖大街31号,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-08,2023-03-31,2026-03-07,,
4390,有效,电子,（京）JZ安许证字[2023]021341,北京普惠昌盛建筑工程有限公司,/,91110109MA01M6JF8P,北京市门头沟区石龙经济开发区永安路20号3号楼A-7394室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-06,2023-04-20,2026-04-05,,
4391,有效,电子,（京）JZ安许证字[2023]021342,北京九诚建设工程有限公司,/,91110117MA01P7B895,北京市平谷区林荫北街13号信息大厦802-1947室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-11,2023-04-20,2026-04-10,,
4392,有效,电子,（京）JZ安许证字[2023]021400,北京金泰明建筑工程有限公司,/,91110109MA01G5HE1D,北京市门头沟区潭柘寺镇鲁家滩大街60号院TZS0462(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-16,2023-04-23,2026-03-15,,
4393,有效,电子,（京）JZ安许证字[2023]021404,北京顺灵科技发展有限公司,/,911101067699177585,北京市丰台区西四环南路88号420室(园区),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-21,2023-04-23,2026-03-20,,
4394,有效,电子,（京）JZ安许证字[2023]021405,中北汇泽(北京)建设工程有限公司,/,91110111358331429A,北京市通州区玉桥中路115号1至3层全部,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-06,2023-04-23,2026-03-05,,
4395,有效,电子,（京）JZ安许证字[2023]021229,鹏程运达(北京)建设工程有限公司,/,92110228MA00AQAQ9K,北京市密云区溪翁庄镇碧水花园第十一号门脸二层,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-02,2023-04-12,2026-03-01,,
4396,有效,电子,（京）JZ安许证字[2023]021233,中恒泰丰(北京)建设工程有限公司,/,91110109MA01NW4E05,北京市门头沟区石龙工业区龙园路甲5号3幢113室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-17,2023-04-12,2026-03-16,,
4397,有效,电子,（京）JZ安许证字[2023]021235,北京众和新铭建设有限公司,/,91110109MA01DUP938,北京市门头沟区石龙南路10号QS325,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-03,2023-04-12,2026-04-02,,
4398,有效,电子,（京）JZ安许证字[2023]021331,中科同芯(北京)生态科技有限公司,/,91110111MA0023276Y,北京市昌平区鼓楼南街6号8层1单元810,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-12,2023-04-20,2026-04-11,,
4399,有效,电子,（京）JZ安许证字[2023]021339,北京睿宇工程技术有限公司,/,91110116MA01A87GXQ,北京市房山区良乡长虹西路翠柳东街1号—1082(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-11,2023-04-20,2026-03-27,,
4400,有效,电子,（京）JZ安许证字[2023]021359,多美未来(北京)建筑科技有限公司,/,91110109MA01NAEN8W,北京市门头沟区龙兴南二路5号院2号楼6层104,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-16,2023-04-21,2026-03-15,,
4401,有效,电子,（京）JZ安许证字[2023]021364,城建普惠(北京)建筑工程有限公司,/,91110109MA01N7G71D,北京市门头沟区清水镇双塘涧村前街16号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-05-15,2023-04-21,2026-04-10,,
4402,有效,电子,（京）JZ安许证字[2023]021365,中豫建安(北京)建筑工程有限公司,/,91110111MA01P9B68P,北京市房山区天星街1号院16号楼4层509,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-11,2023-04-21,2026-04-10,,
4403,有效,电子,（京）JZ安许证字[2023]021366,北京鑫源浩建筑工程有限公司,/,91110109MA01LXBE7A,北京市门头沟区雁翅镇大村村东亩地大街10号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-06,2023-04-21,2026-04-05,,
4404,有效,电子,（京）JZ安许证字[2023]021279,北京高维消防安全工程有限责任公司,/,91110108633699413B,北京市海淀区清华西路33号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-16,2023-04-15,2026-03-15,,
4405,有效,电子,(京)JZ安许证字〔2023〕021280,北京住总钢结构工程有限责任公司,/,91110113749366039E,北京市顺义区李桥镇半壁店李天路17号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-02-06,2023-04-15,2026-02-05,,
4406,有效,电子,（京）JZ安许证字[2023]021284,北京文博伟业建筑工程有限公司,/,91110114MA017KF14L,北京市昌平区沙河镇松兰堡村西D座-D101,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-06,2023-04-16,2026-04-05,,
4407,有效,电子,（京）JZ安许证字[2023]021285,北京丹楹建筑工程有限公司,/,91110109MA01MRCG93,北京市门头沟区斋堂大街45号科技楼ZT665室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-13,2023-04-16,2026-04-12,,
4408,有效,电子,（京）JZ安许证字[2023]021289,北京齐君设备租赁有限公司,/,911101156637463991,北京市大兴区榆垡镇求贤村村委会东100米,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-30,2023-04-16,2026-03-29,,
4409,有效,电子,（京）JZ安许证字[2023]021295,北京晟峰荣达建筑劳务有限公司,/,91110109MA01ND711F,北京市门头沟区新城东街19号院2号楼2层202,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-28,2023-04-16,2026-03-27,,
4410,有效,电子,（京）JZ安许证字[2023]021298,北京宏程伟达建筑劳务有限公司,/,91110109MA01NN6043,北京市门头沟区石龙经济开发区平安路5号4幢DY495,其他有限责任公司,北京市住房和城乡建设委员会,2023-04-06,2023-04-16,2026-04-05,,
4411,有效,电子,（京）JZ安许证字[2023]021337,智能慧达(北京)科技有限公司,/,91110116MA01MHRQ9F,北京市怀柔区北房镇郑家庄村378号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-22,2023-04-20,2026-03-21,,
4412,有效,电子,（京）JZ安许证字[2023]021338,北京卫骁建筑工程有限公司,/,91110111MA01MNCP1P,北京市房山区良乡凯旋大街建设路18号-D1174,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-14,2023-04-20,2026-03-13,,
4413,有效,电子,(京)JZ安许证字〔2023〕021190,北京八谷环境艺术有限公司,/,91110112748134797N,北京市通州区聚富苑民族产业发展基地聚福北路2号1幢3层-226,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-02-08,2023-04-08,2026-02-07,,
4414,有效,电子,（京）JZ安许证字[2023]021191,北京慧翔宇信科技有限公司,/,91110114750137858E,北京市昌平区沙河镇松兰堡村西C座3A01,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-02,2023-04-08,2026-03-01,,
4415,有效,电子,（京）JZ安许证字[2023]021195,北京恒睿建达消防工程有限公司,/,91110114MA0195M949,北京市昌平区立汤路186号甲2号楼8层819,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-16,2023-04-08,2026-03-15,,
4416,有效,电子,（京）JZ安许证字[2023]021246,北京聚启建设发展有限公司,/,91110109MA01LL6R9E,北京市怀柔区雁栖经济开发区雁栖大街13号3层(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-16,2023-04-13,2026-03-15,,
4417,有效,电子,（京）JZ安许证字[2023]021247,北京凯晟建设有限公司,/,91110114MA01NMTN6H,北京市昌平区马池口镇北庄户村临46-1号447室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-07,2023-04-13,2026-04-06,,
4418,有效,电子,（京）JZ安许证字[2023]021248,电科众合科技(北京)有限公司,/,91110109MA01MPH20N,北京市门头沟区石龙工业区美安路1号2幢0082(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-17,2023-04-13,2026-03-16,,
4419,有效,电子,（京）JZ安许证字[2023]021249,北京嘉和信建筑装饰工程有限公司,/,91110302MA017H4M8N,北京市门头沟区石龙经济开发区平安路5号4幢DY501,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-09,2023-04-13,2026-03-08,,
4420,有效,电子,（京）JZ安许证字[2023]021250,北京京昌兴盛建设工程有限公司,/,91110114MA01MKXL44,北京市昌平区西关路20号3号楼11层3-1218,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-13,2023-04-13,2026-03-12,,
4421,有效,电子,（京）JZ安许证字[2023]021263,北京睿普建设工程有限公司,/,91110113MA01MJJ86R,北京市顺义区龙湾屯镇府前街13号北2号楼218,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-13,2023-04-13,2026-03-12,,
4422,有效,电子,（京）JZ安许证字[2023]021264,北京中电仕达科技有限责任公司,/,9111011278021747X7,北京市门头沟区色树坟粮库15号楼-WP348,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-07-04,2023-04-13,2026-04-06,,
4423,有效,电子,（京）JZ安许证字[2023]021266,北京讯腾智慧科技股份有限公司,/,91110000766780637A,北京市朝阳区惠新东街23号四层4001-4025号房间,股份有限公司(非上市、自然人投资或控股),北京市住房和城乡建设委员会,2023-04-06,2023-04-14,2026-04-05,,
4424,有效,电子,（京）JZ安许证字[2023]021268,中诚鑫业(北京)建筑工程有限公司,/,91110109MA01MJEH8R,北京市门头沟区大台商贸公司玉皇庙门市部2幢1至2层DT1094,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-23,2023-04-14,2026-03-22,,
4425,有效,电子,（京）JZ安许证字[2023]021239,北京博鹏中科环保科技有限公司,/,91110114MA017MLD62,北京市昌平区科技园区昌盛路12号院8号楼-1至4层101内145室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-10,2023-04-12,2026-03-09,,
4426,有效,电子,（京）JZ安许证字[2023]021240,北京通运翔机械设备有限公司,/,91110112569462787R,北京市通州区工业开发区云杉南路309号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-09,2023-04-12,2026-03-08,,
4427,有效,电子,(京)JZ安许证字〔2023〕021044,北京京伟顺通建筑工程有限公司,/,9111011706276791X2,北京市平谷区大华山镇大华山大街269号,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-02-03,2023-03-23,2026-02-02,,
