行政相对人名称,行政相对人代码1(统一社会信用代码),行政相对人代码2(工商注册号),行政相对人代码3(组织机构代码),行政相对人代码4(税务登记号),行政相对人代码5(事业单位证书号),行政相对人代码6(社会组织登记证号),法定代表人,法定代表人证件类型,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财物的金额（万元）,暂扣或吊销证照名称及编号,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,/
北京天瑞鼎盛供应链管理有限公司,91110115693242634Q,/,/,/,/,/,刘*军,身份证,京交法(13)字高2020004,违反了《中华人民共和国道路运输条例》第三十三条之规定,"北京天瑞鼎盛供应链管理有限公司未携带道路运输证驾驶京AKG862京AP944(挂)货车从事道路运输一案。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。根据《中华人民共和国道路运输条例》第六十八条之规定,应予处罚。",根据《中华人民共和国道路运输条例》第六十八条,罚款,"2020年1月2日10时40分,刘志军驾驶京AKG862京AP944(挂)号货物运输车辆,行驶至北京市延庆区康庄高速站,被两名执法人员检查(卫秀斯,执法证号:11310125;孟灏男,执法证号:11310220)经查,当事人刘志军驾驶该车由河北生怀来县到北京市通州区,空车,该车驾驶员未随身携带道路运输证,后用微信将复印件传来。该车的行为违反了《中华人民共和国道路运输条例》第三十三条的规定。",0.02,/,/,2020-01-02,2020-01-02,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
锡林郭勒盟大冷链运输有限公司,91152502MA0MWYT5XU,/,/,/,/,/,宋*武,身份证,京交法(13)字高2020003,违反了《中华人民共和国道路运输条例》第三十三条之规定,"锡林郭勒盟大冷链运输有限公司未携带道路运输证驾驶冀G.33363货车从事道路运输一案。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。根据《中华人民共和国道路运输条例》第六十八条之规定,应予处罚。",根据《中华人民共和国道路运输条例》第六十八条,罚款,"2020年1月2日10时40分,宋继武驾驶冀G.33363号货物运输车辆,行驶至北京市延庆区康庄高速站,被两名执法人员检查(卫秀斯,执法证号:11310125;孟灏男,执法证号:11310220)经查,当事人宋继武驾驶该车由运输货物为快递,从内蒙古呼和浩特到北京市顺义区,该车驾驶员未随身携带道路运输证,后用微信将复印件传来。该车的行为违反了《中华人民共和国道路运输条例》第三十三条的规定。",0.02,/,/,2020-01-02,2020-01-02,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京铭兴通达运输有限公司,911102296916529553,/,/,/,/,/,岳*彬,身份证,京交法(13)字稽20010301,违反了《中华人民共和国道路运输条例》第三十条之规定,"北京铭兴通达运输有限公司未按规定加强对车辆的检测,此行为违反了《中华人民共和国道路运输条例》第三十条之规定,根据《中华人民共和国道路运输条例》第七十条第(一)款的规定,应予处罚。",根据《中华人民共和国道路运输条例》第七十条第(一)款的规定,罚款,"2020年1月3日14时00分,延庆区交通局执法大队接到行政服务大厅案件移交单,京AJF789号货物运输车辆的道路运输证显示该车等级评定有效期至2019年12月,已过期,北京铭兴通达运输有限公司未按规定加强对车辆的检测,确保车辆符合国家规定的技术标准。此行为违反了《中华人民共和国道路运输条例》第三十条之规定。以上违法事实有证件复印件等予以佐证。当事人无陈述申辩意见。",0.1,/,/,2020-01-03,2020-01-03,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京快递通运输有限公司,91110113102565870A,/,/,/,/,/,张*兵,身份证,京交法(13)字高2020005,违反了《中华人民共和国道路运输条例》第三十三条之规定,"北京快递通运输有限公司未携带道路运输证驾驶京ACU012货车从事道路运输一案。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。根据《中华人民共和国道路运输条例》第六十八条之规定,应予处罚。",《中华人民共和国道路运输条例》第六十八条,罚款,"2020年1月3日10时00分,张立兵驾驶京ACU012号运输车辆,行驶至北京市延庆区康庄高速站,被两名执法人员检查(张占利,11310120;苏靖,11310057)经查,当事人张立兵驾驶该车从呼和浩特到北京市,该车驾驶员未随车携带道路运输证,后用微信将复印件传来。该车的行为违反了《中华人民共和国道路运输条例》第三十三条的规定。",0.02,/,/,2020-01-03,2020-01-04,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
承德鹰城物流有限公司,91130804583633503P,/,/,/,/,/,王*印,身份证,京交法(13)字高2020007,违反了《中华人民共和国道路运输条例》第三十三条之规定,"承德鹰城物流有限公司未携带道路运输证驾驶冀HK9120货车从事道路运输一案。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。根据《中华人民共和国道路运输条例》第六十八条之规定,应予处罚。",《中华人民共和国道路运输条例》第六十八条,罚款,"2020年1月4日9时23分,王占印驾驶冀HK9120号货物运输车辆,行驶至北京市延庆区康庄高速综检站被两名执法人员检查。(贾静坤, 11310161;祁峰,11310091)经查,当事人王占印驾驶该车由河北省宣化市到河北省承德市,运输货物煤,该车驾驶员未携带道路运输证。后用微信将复印件传来。该车的行为违反了《中华人民共和国道路运输条例》第三十三条的规定。以上违法事实有证件复印件等予以佐证。当事人无陈述申辩意见。",0.02,/,/,2020-01-04,2020-01-05,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
承德鹰城物流有限公司,91130804583633503P,/,/,/,/,/,陆*远,身份证,京交法(13)字高2020008,违反了《中华人民共和国道路运输条例》第三十三条之规定,"承德鹰城物流有限公司未携带道路运输证驾驶冀HK9699货车从事道路运输一案。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。根据《中华人民共和国道路运输条例》第六十八条之规定,应予处罚。",《中华人民共和国道路运输条例》第六十八条,罚款,"2020年1月4日9时23分,陆洪远驾驶冀HK9699号货物运输车辆,行驶至北京市延庆区康庄高速综检站被两名执法人员检查。(贾静坤, 11310161;祁峰,11310091)经查,当事人陆洪远驾驶该车由河北省宣化市到河北省承德市,运输货物煤,该车驾驶员未携带道路运输证。后用微信将复印件传来。该车的行为违反了《中华人民共和国道路运输条例》第三十三条的规定。以上违法事实有证件复印件等予以佐证。当事人无陈述申辩意见。",0.02,/,/,2020-01-04,2020-01-05,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京兴航程商贸中心,92110114L68784131K,/,/,/,/,/,宗*鹏,身份证,京交法(13)字高2020009,违反了《中华人民共和国道路运输条例》第三十三条之规定,"北京兴航程商贸中心未携带道路运输证驾驶京AKN565货车从事道路运输一案。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。根据《中华人民共和国道路运输条例》第六十八条之规定,应予处罚。",《中华人民共和国道路运输条例》第六十八条,罚款,"2020年1月5日10时02分,宗言鹏驾驶京AKN565号货物运输车辆,行驶至北京市延庆区康庄高速站,被两名执法人员检查(卫秀斯,执法证号:11310125;李文俊,执法证号:11310135)经查,当事人宗言鹏驾驶该车由河北怀来到北京昌平,空车,该车驾驶员未随身携带道路运输证,后用微信将复印件传来。该车的行为违反了《中华人民共和国道路运输条例》第三十三条的规定。",0.02,/,/,2020-01-05,2020-01-05,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
张家口劲驰崴商贸有限公司,91130703MA07T3181B,/,/,/,/,/,刘*波,身份证,京交法(13)字西20010201,违反了《中华人民共和国道路运输条例》第三十三条之规定,"张家口劲驰崴商贸有限公司未携带道路运输证驾驶冀G95307、冀GHB78挂挂号货车从事道路运输一案。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。根据《中华人民共和国道路运输条例》第六十八条之规定,应予处罚。","根据《中华人民共和国道路运输条例》第六十八条之规定,应予处罚。",罚款,"2020年1月2日7时30分, 张家口劲驰崴商贸有限公司的驾驶员吴凤宝驾驶冀G95307、冀GHB78挂号货物运输车辆,行驶至康庄公路交通检查站,经执法人员张志强(执法证号:11310113)、谷建利(执法证号:11310170)示证检查:该车取得普通货物道路运输证, 张家口劲驰崴商贸有限公司未按规定随车携带冀G95307、冀GHB78挂号车辆道路运输证。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。以上违法事实有现场笔录、询问笔录、证件复印件等予以佐证。当事人无陈述申辩意见。",0.02,/,/,2020-01-02,2020-01-05,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
张家口明远新能源有限公司,91130706MA07PD910T,/,/,/,/,/,陈*东,身份证,京交法(13)字西20010202,违反了《中华人民共和国道路运输条例》第三十三条之规定,"张家口明远新能源有限公司未按规定随车携带道路运输证。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定,《中华人民共和国道路运输条例》第六十八条的规定,应予处罚。",根据《中华人民共和国道路运输条例》第六十八条的规定,罚款,"张家口明远新能源有限公司的驾驶员叶长青驾驶冀G.E6700、冀GPM89挂号货物运输车辆,行驶至康庄公路交通检查站,经执法人员张志强(执法证号:11310113)、谷建利(执法证号:11310170)示证检查:该车取得普通货物道路运输证, 张家口明远新能源有限公司未按规定随车携带冀G95307、冀GHB78挂号车辆道路运输证。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。以上违法事实有现场笔录、询问笔录、证件复印件等予以佐证。当事人无陈述申辩意见。",0.02,/,/,2020-01-02,2020-01-05,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京鑫源广汇财税服务有限公司,91110113MA01CJAB93,/,/,/,/,/,董*华,身份证,京交法(13)字伍20010201,违反了《道路货物运输及站场管理规定》第五十九条第一款之规定,"北京鑫源广汇财税服务有限公司取得道路货物运输经营许可使用无道路运输证车辆参加货物运输,违反了《道路货物运输及站场管理规定》第五十九条第一款之规定,根据《道路货物运输及站场管理规定》第五十九条第一款之规定,应给予处罚.","根据《道路货物运输及站场管理规定》第五十九条第一款之规定,应给予处罚。",罚款,"2020年1月2日9时00分,荣立春驾驶的京AKK635号货物运输车辆 ,行驶至延庆区张伍堡治超站,经执法人员赵静(执法证号:11310109)、林桐树(执法证号:11310131)示证检查:车辆所属北京鑫源广汇财税服务有限公司 , 运输货物为炝渣石,从延庆区到昌平区,该公司已取得道路运输经营许可,但使用的车牌号为京AKK635号货物运输车辆未取得道路运输证,此行为属于取得道路货物运输经营许可的道路货物运输经营者使用无道路运输证的车辆参加货物运输。违反了《道路货物运输及站场管理规定》第五十九条第一款之规定。以上违法事实有现场笔录、询问笔录、证件复印件等予以佐证。当事人无陈述申辩意见。",0.3,/,/,2020-01-02,2020-01-02,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京财富基石商贸有限公司,91110113MA01D51L07,/,/,/,/,/,董*华,身份证,京交法(13)字伍20010202,违反了《道路货物运输及站场管理规定》第五十九条第一款之规定,"北京财富基石商贸有限公司取得道路货物运输经营许可使用无道路运输证车辆参加货物运输,违反了《道路货物运输及站场管理规定》第五十九条第一款之规定,根据《道路货物运输及站场管理规定》第五十九条第一款之规定,应给予处罚。","根据《道路货物运输及站场管理规定》第五十九条第一款之规定,应给予处罚。",罚款,"2020年1月2日10时00分,孙泽宇驾驶的京ACT839号货物运输车辆 ,行驶至延庆区张伍堡治超站,经执法人员赵静(执法证号:11310109)、林桐树(执法证号:11310131)示证检查:车辆所属北京财富基石商贸有限公司 , 运输货物为炝渣石,从延庆区到昌平区,该公司已取得道路运输经营许可,但使用的车牌号为京ACT839号货物运输车辆未取得道路运输证,此行为属于取得道路货物运输经营许可的道路货物运输经营者使用无道路运输证的车辆参加货物运输。违反了《道路货物运输及站场管理规定》第五十九条第一款之规定。以上违法事实有现场笔录、询问笔录、证件复印件等予以佐证。当事人无陈述申辩意见。",0.3,/,/,2020-01-02,2020-01-02,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
