数据类型,行政相对人名称,统一社会信用代码,工商注册号,组织机构代码,税务登记号,事业单位证书号,社会组织登记证号,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财务的金额（万元）,暂扣或吊销证照名称及编号,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,上报日期
企业,北京晋阳人家旅游开发有限公司,91110116754675848G,,,,,,屈启晓,怀水监当罚字[2020]第15号,未经批准擅自取水,北京晋阳人家旅游开发有限公司在北京市怀柔区雁栖镇长元村南2500米处在餐厅后院的雁栖河内利用水泵直接取用地表水用于浇树未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，建议立案调查。,《水行政许可实施办法》,警告,北京晋阳人家旅游开发有限公司在北京市怀柔区雁栖镇长元村南2500米处在餐厅后院的雁栖河内利用水泵直接取用地表水用于浇树未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，本行政机关决定对北京晋阳人家旅游开发有限公司处以警告的行政处罚。,,,,2020/6/4,2099/12/31,2023/6/3,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月8日
企业,北京釜田家餐饮有限公司第一分公司,91110116MA01M97236,,,,,,邓闯,怀水罚字[2020]第27号,排水户未办理污水排入排水管网许可证,北京釜田家餐饮有限公司第一分公司在北京市怀柔区迎宾中路25号6幢一层23/24号经营饭店从事餐饮服务，将污水排入城镇排水设施未办理污水排入排水管网许可证的行为，违反了《城镇排水与污水处理条例》第二十一条第一款的规定。根据《城镇排水与污水处理条例》第五十条第一款的规定，应予处罚，建议立案调查。,《城镇排水与污水处理条例》,罚款,北京釜田家餐饮有限公司第一分公司在北京市怀柔区迎宾中路25号6幢一层23/24号经营饭店从事餐饮服务，将污水排入城镇排水设施未办理污水排入排水管网许可证的行为，违反了《城镇排水与污水处理条例》第二十一条第一款的规定。根据《城镇排水与污水处理条例》第五十条第一款的规定，应予处罚，本行政机关决定对北京釜田家餐饮有限公司第一分公司处以罚款10000元的行政处罚。,1,,,2020/6/8,2099/12/31,2023/6/7,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月10日
企业,北京万福禧顺酒楼有限公司,911101166750791081,,,,,,贺茂明,怀水罚字[2020]第28号,排水户未办理污水排入排水管网许可证,北京万福禧顺酒楼有限公司在北京市怀柔区青春路丁2号经营饭店从事餐饮服务，将污水排入城镇排水设施未办理污水排入排水管网许可证的行为，违反了《城镇排水与污水处理条例》第二十一条第一款的规定。根据《城镇排水与污水处理条例》第五十条第一款的规定，应予处罚，建议立案调查。,《城镇排水与污水处理条例》,罚款,北京万福禧顺酒楼有限公司在北京市怀柔区青春路丁2号经营饭店从事餐饮服务，将污水排入城镇排水设施未办理污水排入排水管网许可证的行为，违反了《城镇排水与污水处理条例》第二十一条第一款的规定。根据《城镇排水与污水处理条例》第五十条第一款的规定，应予处罚，本行政机关决定对北京万福禧顺酒楼有限公司处以罚款15000元的行政处罚。,1.5,,,2020/6/10,2099/12/31,2023/6/9,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月10日
企业,北京神堂峪山野度假村有限公司,91110116754699233A,,,,,,王克华,怀水监当罚字[2020]第16号,未经批准擅自取水,北京神堂峪山野度假村有限公司在北京市怀柔区雁栖镇石片村南200米的雁栖河内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，建议立案调查。,《水行政许可实施办法》,警告,北京神堂峪山野度假村有限公司在北京市怀柔区雁栖镇石片村南200米的雁栖河内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，本行政机关决定对北京神堂峪山野度假村有限公司处以警告的行政处罚。,,,,2020/6/11,2099/12/31,2023/6/10,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月12日
企业,北京隆兴家园养殖场,92110116L71801932N,,,,,,刘岐,怀水监当罚字[2020]第19号,未经批准擅自取水,北京龙兴家园养殖场在北京市怀柔区雁栖镇神堂峪村西河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，建议立案调查。,《水行政许可实施办法》,警告,北京龙兴家园养殖场在北京市怀柔区雁栖镇神堂峪村西河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，本行政机关决定对北京龙兴家园养殖场处以警告的行政处罚。,,,,2020/6/11,2099/12/31,2023/6/10,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月12日
企业,北京天运农家院餐厅,92110116MA00CUCHX9,,,,,,李桂霞,怀水监当罚字[2020]第20号,未经批准擅自取水,北京天运农家院餐厅在北京市怀柔区雁栖镇石片村五道河7号旁河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，建议立案调查。,《水行政许可实施办法》,警告,北京天运农家院餐厅在北京市怀柔区雁栖镇石片村五道河7号旁河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，本行政机关决定对北京天运农家院餐厅处以警告的行政处罚。,,,,2020/6/12,2099/12/31,2023/6/11,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月12日
企业,北京仙翁度假村有限公司,91110116L22190020P,,,,,,徐晓丽,怀水监当罚字[2020]第21号,未经批准擅自取水,北京仙翁度假村有限公司在北京市怀柔区雁栖镇石片村27号旁河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，建议立案调查。,《水行政许可实施办法》,警告,北京仙翁度假村有限公司在北京市怀柔区雁栖镇石片村27号旁河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，本行政机关决定对北京仙翁度假村有限公司处以警告的行政处罚。,,,,2020/6/12,2099/12/31,2023/6/11,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月12日
企业,北京山泉秀美饭庄,92110116MA00DEMP0J,,,,,,任伟,怀水监当罚字[2020]第22号,未经批准擅自取水,北京山泉秀美山庄在北京市怀柔区雁栖镇36号旁河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，建议立案调查。,《水行政许可实施办法》,警告,北京山泉秀美山庄在北京市怀柔区雁栖镇36号旁河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，本行政机关决定对北京山泉秀美山庄处以警告的行政处罚。,,,,2020/6/12,2099/12/31,2023/6/11,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月12日
企业,北京水岸山巴餐饮有限责任公司,9111011680260114XB,,,,,,陆春来,怀水监当罚字[2020]第23号,未经批准擅自取水,北京水岸山巴餐饮有限责任公司在北京市怀柔区雁栖镇长元村北1000米雁栖河河道内直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，建议立案调查。,《水行政许可实施办法》,警告,北京水岸山巴餐饮有限责任公司在北京市怀柔区雁栖镇长元村北1000米雁栖河河道内直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，本行政机关决定对北京水岸山巴餐饮有限责任公司处以警告的行政处罚。,,,,2020/6/15,2099/12/31,2023/6/14,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月22日
企业,北京汇德源酒店管理有限公司,91110116592359251L,,,,,,彭超,怀水监当罚字[2020]第24号,未经批准擅自取水,北京汇德源酒店管理有限公司在北京市怀柔区雁栖镇神堂峪村东湾子9号雁栖河河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，建议立案调查。,《水行政许可实施办法》,警告,北京汇德源酒店管理有限公司在北京市怀柔区雁栖镇神堂峪村东湾子9号雁栖河河道内利用水泵直接取用地表水未取得行政许可，未经批准擅自取水的行为违反了《水行政许可实施办法》第十七条的规定。根据《水行政许可实施办法》第五十八条的规定，应予处罚，本行政机关决定对北京汇德源酒店管理有限公司处以警告的行政处罚。,,,,2020/6/15,2099/12/31,2023/6/14,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月22日
