企业名称,统一社会信用代码,核准日期
中青盛（北京）科技有限公司,91110118MACD4LYU1E,2023-03-21
北京领御商贸有限公司,91110118MACDJ7YJ50,2023-04-10
北京超清信保洁服务有限公司,91110118MACFJA7K1W,2023-04-18
北京惠源祥商贸有限公司,91110118MACEH9447D,2023-04-19
北京瀚奇商贸有限公司,91110118MACFW3Y52Y,2023-04-21
中星城科技（北京）有限公司,91110118MACD4F2F9P,2023-03-21
声动会展（北京）有限公司,91110118MACDJ90F1L,2023-04-10
北京旭与商贸有限公司,91110118MACALBUF6K,2023-03-10
北京欣启航科技有限公司,91110118MACGRF6MXW,2023-04-23
北京山川裕汇科技有限公司,91110118MACG3W2Y82,2023-04-23
北京碧玉彩霞科技有限公司,91110118MACGRCWL95,2023-04-23
北京温享科技有限公司,91110118MACG8EHU9Q,2023-04-24
北京中科风光新能源有限公司,91110118MACEXN4BXK,2023-04-25
北京闪闪星文化传媒有限公司,91110118MACB0J6331,2023-03-10
北京兰悉企业管理有限公司,91110118MACBAT432R,2023-03-10
北京峻铂科技有限公司,91110118MACH29LX39,2023-04-23
北京宇阳恒泰建筑有限公司,91110118MACDWM5H6N,2023-04-13
北京兴隆昌盛运输有限公司,91110118MACG1AJFXW,2023-08-24
北京信泽致远信息科技有限公司,91110118MACF67RP0H,2023-04-13
北京锦焰旗晟汽车租赁有限公司,91110118MACFBHNPX9,2023-04-14
北京昱晏商贸有限公司,91110118MACGD59W7U,2023-04-14
北京优启元科技有限公司,91110118MACE3J4B53,2023-04-14
北京旺运楼餐饮有限公司,91110118MACD989P39,2023-04-07
北京声聆文化有限公司,91110118MACEJHWK9W,2023-04-07
北京库智文化发展有限公司,91130324MAC8EWN735,2023-04-10
北京伽丰科技有限公司,91110118MACH283L8P,2023-04-23
北京宴浙汇餐饮管理有限公司,91110118MACEUN331F,2023-04-24
华都中盾（北京）保安服务有限公司第三分公司,91110118MACG75J49X,2023-04-24
北京首宠托运有限公司,91110118MACF64FT92,2023-04-13
玖合产融科技发展（北京）有限公司,91110118MACEEP4W3P,2023-04-03
北京云翀建设工程有限公司北京第二分公司,91110118MACAAWTT17,2023-06-19
北京闪电虎商贸有限公司,91110118MACD97391B,2023-04-07
华荣来（北京）大药店有限责任公司,91110118MACF2QA40L,2023-04-10
北京明思本创广告有限公司,91110118MACEWB6Q71,2023-04-24
北京漠洲科技有限公司,91110118MACERF8T87,2023-09-06
北京铭行商贸有限公司,91110118MACFMPA98E,2023-04-14
北京嗳日建筑工程有限公司,91110118MACB13096R,2023-03-14
北京冠华毅美机械租赁有限公司,91110118MACB427B01,2023-07-07
北京弘绅能源有限公司,91110118MACH1X2P72,2023-04-23
北京鼎弘泰科技有限公司,91110118MACH2B54X9,2023-04-23
中宸天聚（北京）建设工程有限公司,91110118MACFM18G78,2023-04-14
北京鸿兴昌盛建设工程有限公司,91110118MACDJ0995W,2023-04-14
北京君浩体育文化发展有限公司,91110118MACF2MTK1C,2023-04-10
华夏铭文（北京）科技有限公司,91110118MACECTLQ2H,2023-04-10
北京诺瑾欧餐饮管理有限公司,91110118MACEXN9T9H,2023-04-25
北京晟弈实业有限公司,91110118MACB0MEN61,2023-08-25
北京晟伟嘉华商贸有限公司,91110118MACH5P6F0E,2023-04-24
北京捷璟贸易有限公司,91110118MACFGMCN4M,2023-04-13
北京衡岳鼎驰物业有限公司,91110118MACF67R65F,2023-04-13
中昊卓越（北京）建筑工程有限公司,91110114MACDWNX32H,2023-08-21
中创景盛（北京）科技有限公司,91110118MACFM05P9D,2023-04-14
东汀桥逸（北京）国际贸易有限公司,91110118MACCM8AH46,2023-04-03
北京微塑富氧科技有限公司,91110118MACDNRHU3A,2023-04-03
北京中屹哒科技有限公司,91110118MACGXCC10R,2023-04-24
北京创新未来世纪科技有限公司,91110118MACAWU6B2D,2023-03-07
北京企全通网络科技有限公司,91110118MACEUP3379,2023-04-24
北京芯与芯科技有限公司,91110118MACGXAL637,2023-04-24
科璟（北京）智能家居科技有限公司,91110118MACG191H99,2023-04-13
北京市瀚泰堂健康咨询服务有限公司,91110400MACG19249X,2023-07-21
北京聚好佳商贸有限公司,91110118MACFGL5A0X,2023-04-13
中创鑫科（北京）商贸有限公司,91110118MACGD5QJ9W,2023-04-14
北京润安堂城后街大药房有限公司,91110118MACDJXM39Q,2023-04-21
北京中新汇柯科技有限公司,91110118MACF2MM62M,2023-04-10
北京中昌华晟建筑有限公司,91110118MACERRH6XY,2023-04-23
华夏明丰（北京）科技有限公司,91110118MACH2A7743,2023-04-23
北京毫运科技有限公司,91110117MACH5KYH1G,2023-07-27
北京云莱建筑工程有限公司,91110118MACFGL1R43,2023-04-13
尚惠优（北京）商贸有限公司,91110118MACE84TY9H,2023-04-14
北京利展交通工程有限公司,91110118MACFMR9W5H,2023-04-14
北京加斯特企业管理咨询有限公司,91110118MACB42T19E,2023-03-15
北京鑫然月动商贸有限公司,91110118MACE3NEU59,2023-05-06
北京康泰科伦医疗科技合伙企业（有限合伙）,91110118MACEXNHG32,2023-04-25
北京中玖鼎业商贸有限公司,91110118MACGR39B6M,2023-04-23
北京辰斯顿酒店管理有限公司,91110112MACEUQ4M1F,2023-04-27
北京中京海禾科技有限公司,91110118MACG1CPL29,2023-04-13
北京兴华嘉信商贸有限公司,91110118MACE07N07D,2023-10-31
志远君成（北京）物业管理有限公司,91110118MACDB7XBX7,2023-03-27
北京强德展坤人力资源有限公司,91110118MACG8LWY6C,2023-07-19
北京开与商贸有限公司,91110118MACALBDH40,2023-03-10
北京芳阶商贸有限公司,91110118MACALEBX0A,2023-03-10
北京盛晨联铭咨询有限公司,91110118MACH5J863M,2023-04-24
北京龙帅苏唐生活服务合伙企业（有限合伙）,91110118MACDWN1P9N,2023-04-13
北京嘉美华亿装饰有限公司,91110114MACC6RXX6H,2023-10-25
北京朗卓晟鑫清洁服务有限公司,91110118MAC9PCB57D,2023-03-10
北京青瑟装饰工程有限公司,91110118MACG19LE19,2023-04-13
北京蔬新农贸有限公司第二十一分公司,91110118MACFGMMMX5,2023-04-20
速捷通达（北京）科技有限公司,91110118MACFARD97M,2023-04-14
北京雪锋金仓农产品产销专业合作社,93110118MACE3MUU4J,2023-04-14
北京信宇轩恒科技有限公司,91110118MACECT110P,2023-04-10
北京格彩文化发展有限公司,91110118MACGBAYE1N,2023-05-12
北京德烯科技有限公司,91110118MACB0KLC57,2023-03-10
北京鲸仁文化有限公司,91110118MACG3XM930,2023-04-23
北京古北之南民俗旅游专业合作社,93110118MACG49Q99L,2023-04-23
北京精通达建筑工程有限公司,91110118MACFAUD60B,2023-04-14
北京屿果酒店管理有限公司,91110118MACG49DF56,2023-04-23
北京绿之境园林绿化工程有限公司,91110118MACGR2YD91,2023-04-23
北京晟晨弘扬农产品产销专业合作社,93110118MACFGNB45H,2023-04-13
北京成盛达建设工程有限公司,91110118MACFAWMQ78,2023-04-14
北京天峰云露科技有限公司,91110118MACFM2HR7U,2023-04-14
北京新新众禾文化发展有限公司,91110118MACFKA6FXH,2023-04-07
北京鑫景曼科技有限公司,91110114MACBTE8B6G,2023-09-05
东篱茶道（北京）商贸有限公司,91110118MACFM18F9D,2023-04-14
北京果发种植专业合作社,93110118MACBAAHRX4,2023-03-10
顺景惠（北京）商贸有限公司,91110118MACFMP7PXW,2023-04-14
北京健力为科技有限公司,91110118MACE3K6U69,2023-04-14
北京飞鹭建筑工程有限公司,91110118MACFARLP92,2023-04-20
北京星链国际航空服务有限公司,91110118MACFTMWE95,2023-04-27
诚利商贸（北京）有限公司,91110118MACAGQDW0X,2023-03-16
北京津邑建筑工程有限公司,91110118MACHD8BU2Y,2023-04-26
北京嘉希泰怡商贸有限公司,91110118MACFQU3N3Q,2023-04-26
北京耀铄科技有限公司,91110118MACENHWR8Y,2023-09-18
北京京天三扬信息科技有限公司,91110118MACHJ55M3T,2023-04-27
北京合利商贸有限公司,91110118MACH12NL31,2023-04-25
北京布玛士商贸有限公司,91110118MACGWPQ01P,2023-04-24
北京趣童体育文化发展有限公司,91110118MACF22420H,2023-11-06
中财茂金（北京）科技有限公司,91110118MACHJGTJ18,2023-04-27
燕鲁之源（北京）商贸有限公司,91110118MACC7LGU2N,2023-03-23
北京茗鼎世纪科技有限公司,91110118MACHD9229Y,2023-04-26
北京天乐装修工程有限公司,91110118MACF25PL8E,2023-04-10
北京中盛优建筑有限公司,91110118MACDEYLJ9T,2023-04-10
北京汇隆源产销专业合作社,93110118MAC9X8HA96,2023-03-03
北京天晟华通商贸有限公司,91110118MACCJY7E5W,2023-03-14
北京振中再生资源有限公司,91110118MACDFEGG3K,2023-03-23
北京鸿星佳创科技有限公司,91110118MACF5BG28N,2023-11-14
肉玩儿（北京）商贸有限责任公司,91110118MACF22C05C,2023-06-05
北京旺顺旺兴再生资源回收有限公司,91110118MACH10PD57,2023-04-25
北京致仪建筑工程有限公司,91110118MACFD8BN3P,2023-04-27
北京治序科技产业发展有限公司,91110118MACH00G148,2023-04-27
北京润源博汇农业科技有限公司,91110116MACAGK7L65,2023-09-15
北京昇贸建筑科技有限公司,91110118MACABK5L60,2023-03-15
涉猎（北京）科技发展有限公司,91110118MACD8HEJ50,2023-07-28
北京中肯国运科技有限公司,91110118MACFAAWY61,2023-04-20
北京智享家科技有限公司,91110118MACF7TJ190,2023-07-21
北京钦欣商贸有限公司,91110118MACDY7UU1Q,2023-03-24
北京璨星河客栈有限公司,91110118MACH1N758C,2023-04-25
北京景岚樾酒店管理有限公司,91110118MACH0WAF8B,2023-04-25
北京柯俪雅商贸有限公司,91110118MACGWP3F8M,2023-04-24
北京京力通管道工程有限公司,91110118MACF25DY80,2023-04-10
北京汇仁至诚科技有限公司,91110118MACBX7RBXN,2023-09-18
北京英超兴达科技有限公司,91110118MACBY10316,2023-03-15
深泉活力（北京）科技有限公司,91110118MACC7M0R9N,2023-07-25
北京昊果鑫高科技有限公司,91110118MACD2T9N6D,2023-04-06
北京仁源利云科技有限公司,91110118MACGE2AK2T,2023-04-26
北京吉聚居餐饮管理有限公司,91110118MACEXXET8D,2023-04-25
北京鸿福筑家建筑装饰工程有限公司,91110118MACDEUQW6W,2023-04-10
北京繁芯点点科技有限公司,91110118MACEXRQB01,2023-04-25
北京巢厦房地产经纪有限公司,91131024MACCDDEB55,2023-04-27
北京中澄文化有限公司,91110118MACBGLFGXC,2023-03-14
北京蓝帛网络科技有限公司,91110118MACBHXC75G,2023-03-23
北京达瑞丰工程有限公司,91110118MACFAAXD0J,2023-04-20
北京博诺方舟机电设备安装工程有限公司,91110118MACH1NXN02,2023-04-25
北京洁立明保洁有限公司,91110118MACGBDKN4F,2023-04-25
北京密来美园林绿化工程有限公司,91110118MACGB6BQ2B,2023-08-02
北京鲁藏屋红木家具有限公司,91110118MACECB891E,2023-04-10
北京松鼠与野兔民宿有限公司,91110118MACHJU755T,2023-04-27
北京玺禾美商贸有限公司,91110118MACC6WLQ6Q,2023-03-15
京海众成（北京）科技有限公司,91110118MACAY6DH10,2023-04-20
北京全思信雅科技有限公司,91110118MACBUAT8XF,2023-07-27
北京锦唐商贸有限公司,91110118MACGE3147Y,2023-04-25
中和悦利（北京）科技有限公司,91110118MACGQR0U44,2023-04-26
北京宸杰妙家科技发展有限公司,91110118MACEXWW37T,2023-04-25
北京金城石室科技有限公司,91110118MACEUD588L,2023-04-24
北京量化佳商贸有限公司,91110118MACFDE8M2X,2023-04-27
北京优远人力资源顾问有限公司,91110118MACF7T421Q,2023-11-09
北京面魁糯餐饮管理有限公司密云分公司,91110118MACF7TDY0M,2023-04-06
北京中防恒立设备安装工程有限公司北京分公司,91110118MACDY8RJ5P,2023-03-24
北京盛技科技有限公司,91110118MACHD6E51P,2023-04-26
北京瑞明德咨询有限公司,91110118MACFQQWW0X,2023-04-26
北京莱尚客酒店管理有限公司,91110118MACHD9K23W,2023-04-26
北京灿迪科技有限公司,91110118MACF5A6A7U,2023-04-26
华尔兹装饰（北京）有限公司,91110118MACHDBDN67,2023-05-17
北京胜辉飞腾科技有限公司,91110101MACH10LR4T,2023-08-04
北京泰胜鑫网络科技有限公司,91110118MACBJ1MG6D,2023-03-23
北京新达兴全汽车租赁有限责任公司,91110118MACEFTQG9W,2023-03-31
北京市安快易工程机械租赁有限公司,91110118MACEM3D373,2023-04-20
北京璟绥晨科技有限公司,91110118MACGQPDE0M,2023-04-26
北京棠屿念酒店管理有限公司,91110400MACHJ5NY6A,2023-05-10
恒动力（北京）体育发展有限公司,91110118MACCNCQX3K,2023-03-16
华商腾宇（北京）科技有限公司,91110105MACGBGYW52,2023-08-24
北京心耕环境工程有限公司,91110118MACEXTA552,2023-04-25
北京建隆盛世文化传媒有限公司,91110118MACFD5DL15,2023-04-27
北京比邻岛设计咨询有限公司,91110118MACE0MNT57,2023-04-06
北京密友诚建筑工程有限公司,91110118MACH1NPU7T,2023-09-13
北京百迪曼商贸有限公司,91110118MACHD6WH4W,2023-04-26
北京亚泰宇房地产经纪有限公司,91110118MACFQPFG9C,2023-04-26
北京纳禾曼科技有限公司,91110118MACHD7W83P,2023-04-26
北京祥安宏盛商贸有限公司,91110118MACH11AJ1D,2023-04-25
聊羽（北京）建筑工程有限公司,91110118MACF9L7L5W,2023-07-28
北京气畅天和文化有限公司,91110118MACFD5YT0Q,2023-04-27
北京亿家久安科技有限公司,91110118MACAG1NG5X,2023-03-16
北京中丰华创科技有限公司,91110118MACG7QBQ5P,2023-04-20
北京万维世创科技发展有限公司,91110118MACH1P1M4M,2023-04-25
北京巨阔驰农种业科技有限公司,91110118MACF9MWJ0R,2023-04-27
北京上南隅餐饮管理有限公司,91110118MACGYM2L3N,2023-04-27
不误正业（北京）科技有限公司,91110118MACGWNEMX4,2023-04-24
北京兄弟齐力科技有限公司,91110118MACDETRF0B,2023-04-10
北京金标地工程有限公司,91110118MACHJGD55D,2023-04-27
北京紫微祥合财务顾问有限责任公司,91110118MACEFQWY6A,2023-03-29
北京福华巨源建筑工程有限公司,91110118MACA15306D,2023-03-14
北京峰回正顺物资回收有限公司,91110118MACB7RD974,2023-03-15
东方云竹（北京）科技有限公司,91110118MACC7KR630,2023-03-23
北京瑞府锦色熹宴餐饮服务有限公司,91110118MACBUB926Q,2023-03-28
北京悟隐餐饮管理有限公司,91110118MACGQQ1M26,2023-04-26
北京远具科技有限公司,91110118MACGQRUG0M,2023-04-26
北京凡莱友物业管理有限公司,91110118MACHG8F09N,2023-04-25
北京京清建筑工程有限公司,91110118MACH5CRF9N,2023-10-27
北京亿胜建筑工程有限公司,91110118MACGYMLQ57,2023-04-27
北京峰岚无限科技有限公司,91110118MACHJ8TF7X,2023-04-27
北京众筑恒益工程有限公司,91110118MACHJJJ356,2023-04-27
北京颖洁商贸有限公司,91110118MACH025D81,2023-04-27
北京恒美密雅体育发展有限公司,91110118MACHJJ9T4P,2023-04-27
北京云翀建设工程有限公司北京第一分公司,91110118MACDFF9D7C,2023-03-23
北京和通科技有限公司,91110118MACD8H2701,2023-05-11
智菁悠枫（北京）商务服务有限公司,91110118MACDLXW680,2023-11-02
北京恒凯元吉装饰工程有限公司,91110118MACG7QW65M,2023-04-20
北京崧洁美容有限公司,91110118MACFQPTM7R,2023-10-16
北京睿衡工程设计有限公司,91110118MACHGFKW14,2023-04-25
北京国路建设有限公司,91110119MACFTJU037,2023-07-24
北京不误正夜科技有限公司,91110118MACGWNLP9A,2023-04-24
北京都乐美科技有限公司,91110118MACH02FEXU,2023-09-11
中安圣（北京）科技有限公司,91110118MACA5KRNXC,2023-03-14
北京福元友倍亲福康健康管理有限公司,91110118MACBHJJ551,2023-03-22
北京禄辰餐饮管理有限公司,91110118MACGYJMD72,2023-04-27
北京市锦合源民俗旅游专业合作社,93110118MACG5BTG64,2023-04-28
华博煜发（北京）科技有限公司,91110118MACA7F154P,2023-03-15
北京恒业汇博科技有限公司,91110118MACB42KJ98,2023-03-15
北京亿兴聚昌科技有限公司,91110118MACBN10U24,2023-03-20
北京胜阳康宇市政工程有限公司,91110118MACCA8KW5J,2023-03-24
北京永盛红安信息服务有限公司,91110118MACH2214XH,2023-04-23
北京盛千福农业科技发展有限公司,91110118MACG59JC44,2023-04-28
中诚商商业（北京）有限公司,91110118MACCGDB967,2023-03-20
中企弘云（北京）科技有限公司,91110118MACCUAR45X,2023-03-20
北京百川旺海科技有限责任公司,91110118MACER0H90K,2023-04-21
北京泓凯晟科科技有限公司,91110118MACGYF6H7B,2023-04-27
北京中富泰华咨询服务有限公司,91110118MACGDBE54J,2023-04-28
北京季丰房地产经纪有限公司,91110118MACGYK6794,2023-04-27
中迪信举（北京）科技有限公司,91110118MACBQL2E54,2023-03-16
北京中瑞尚柯科技有限公司,91110118MACG4185X0,2023-04-23
北京更迭技术发展有限公司,91110118MACGYFDG3M,2023-04-27
北京海河春秋文化传媒有限公司,91110118MACGYFQ05R,2023-04-27
北京强东建设工程有限公司,91110118MACHC9UC3W,2023-04-28
北京赫斯荟聚文化传播有限公司,91110118MACB2RU980,2023-08-18
北京陌简企业管理有限公司,91110118MACFWLH61X,2023-04-21
北京同晟云图建设工程有限公司,91110118MACF5XBXX9,2023-09-26
北京晟硕建筑装饰有限公司,91110118MACGMPMT94,2023-04-28
