项目名称,项目地址,建设单位,预售证号,发证时间,开发企业名称
望泉家园,仁和地区望泉填寺村东北侧,北京万科四季花城房地产开发有限公司,京房售证字( 2007 ) 371 号,20071014,北京万科四季花城房地产开发有限公司
金成裕雅苑,后沙峪镇后沙峪村,北京金隅地产开发集团有限公司,京房售证字( 2019 ) 26 号,20190327,北京金隅地产开发集团有限公司
康都佳园,朝阳区望京新兴产业区41号,北京世纪润通房地产开发有限公司,京房售证字(2004)433号,20040921,北京世纪润通房地产开发有限公司
东潞苑,永顺镇焦王庄村东潞苑北区（东）,北京东安恒新房地产开发有限公司,京房售证字( 2010 ) 170 号,20100806,北京东安恒新房地产开发有限公司
望泉家园,仁和地区望泉寺村东北侧,北京万科四季花城房地产开发有限公司,京房售证字( 2008 ) 105 号,20080410,北京万科四季花城房地产开发有限公司
丹棱大厦,中关村西区周边“海淀欣苑III-1”地块,北京中冠房地产开发有限公司,京房售证字( 2010 ) 243 号,20101014,北京中冠房地产开发有限公司
增光路27号院26号楼,甘家口北沙沟（1-4号楼）,北京都禾房地产开发有限公司,京房售证字( 2006 ) 349 号,20060905,北京都禾房地产开发有限公司
石景山区古城西路商业金融项目,北京市石景山区古城西路北侧,北京华怡房地产开发有限公司,京房售证字( 2012 ) 84 号,20120517,北京华怡房地产开发有限公司
优活嘉园,阎村镇04-0005、04-0016地块,北京恒乐置业有限公司,京房售证字( 2017 ) 77 号,20170629,北京恒乐置业有限公司
曼城家园,梨园镇小稿村,曼城置业（北京）有限公司,京房售证字( 2008 ) 387 号,20081102,曼城置业（北京）有限公司
凤凰传媒中心,朝阳公园西南角,凤凰东方（北京）置业有限公司,京房售证字( 2012 ) 42 号,20120325,凤凰东方（北京）置业有限公司
瑞雪春堂,良乡卫星城东南侧,北京瑞雪春堂房地产有限公司,京房售证字( 2010 ) 320 号,20101203,北京瑞雪春堂房地产有限公司
富水良嘉园,拱辰街道良乡中路南侧,北京韩建房地产开发有限公司,京房售证字( 2014 ) 169 号,20140808,北京韩建房地产开发有限公司
和园居,马家堡路65号角门住宅楼,北京华大兴业房地产开发有限公司,京房售证字( 2005 ) 391 号,20050814,北京华大兴业房地产开发有限公司
华贸奥苑,来广营乡清河营村（3-2、3号地）,北京华贸奥苑房地产开发有限公司,京房售证字( 2010 ) 229 号,20100929,北京华贸奥苑房地产开发有限公司
凤凰苑,三元桥北侧,北京华润曙光房地产开发有限公司,京房售证字( 2005 ) 195 号,20050521,北京华润曙光房地产开发有限公司
天恒别墅山小区,怀柔镇红螺镇村南,北京山天置业有限公司,京房售证字( 2015 ) 192 号,20151113,北京山天置业有限公司
慈云嘉园,慈云寺危改小区一期1号住宅楼,三能达置业有限公司,京房售证字( 2006 ) 275 号,20060721,三能达置业有限公司
绿源佳苑,王四营乡土地一级开发项目一期1304-L02地块R2二类居住用地,北京中绿园房地产开发有限公司,京房售证字( 2022 ) 14 号,20220221,北京中绿园房地产开发有限公司
华贸奥苑,来广营乡,北京华贸奥苑房地产开发有限公司,京房售证字( 2009 ) 338 号,20091012,北京华贸奥苑房地产开发有限公司
铂宫国际中心,东草园,北京京隆房地产开发有限公司,京房售证字(并)295号,20000529,北京京隆房地产开发有限公司
东潞苑,永顺镇焦王庄村东潞苑北区（西）,北京东安恒新房地产开发有限公司,京房售证字( 2007 ) 236 号,20070711,北京东安恒新房地产开发有限公司
京奥家园,东坝乡北京奥林匹克花园三期C地块,北京奥林匹克置业投资有限公司,京房售证字( 2009 ) 54 号,20090328,北京奥林匹克置业投资有限公司
七星摩根广场,北四环中路,北京盘古氏投资有限公司,京房售证字( 2006 ) 546 号,20061217,北京盘古氏投资有限公司
新尚家园,仁和镇梅沟营村（南侧）,北京慧眼置业有限公司,京房售证字( 2014 ) 307 号,20141228,北京慧眼置业有限公司
延秋园,沙河镇北沙河,北京华世柏利房地产开发有限公司,京房售证字( 2011 ) 198 号,20111002,北京华世柏利房地产开发有限公司
金科廊桥花园,南邵镇,北京金科弘居置业有限公司,京房售证字( 2013 ) 192 号,20131027,北京金科弘居置业有限公司
华恩大厦,京通快速路双会桥西北角,北京恩盟置业有限公司,京房售证字( 2008 ) 140 号,20080426,北京恩盟置业有限公司
世茂江山和府,上庄镇都海田园山庄,国泰土地整理集团有限公司,京房售证字( 2018 ) 67 号,20180711,国泰土地整理集团有限公司
永定翠庭,永定路15号（永定路15号院住宅及综合楼）,北京谊建信置业有限公司,京房售证字( 2018 ) 117 号,20180929,北京谊建信置业有限公司
彩虹园小区,密云镇沙河村车站路西侧。,北京顺兴广厦房地产开发有限公司,京房售证字( 2007 ) 463 号,20071209,北京顺兴广厦房地产开发有限公司
文合苑,来广营乡清河营村,北京第六大洲房地产开发有限公司,京房售证字( 2012 ) 274 号,20121201,北京第六大洲房地产开发有限公司
伊林西苑,良乡地区黄辛庄小区11-17#楼,北京安顺园房地产开发有限公司,京房售证字( 2014 ) 74 号,20140424,北京安顺园房地产开发有限公司
远洋一方润园,管庄乡（地块2）,北京中联置地房地产开发有限公司,京房售证字( 2011 ) 48 号,20110508,北京中联置地房地产开发有限公司
榴景上苑大厦,南苑乡石榴庄村旧村改造S-20地块,北京顺义新城建设开发有限公司,京房售证字( 2016 ) 188 号,20160910,北京顺义新城建设开发有限公司
西马金润家园,西马场南里7号,北京金易房地产开发有限公司,京房售证字( 2009 ) 258 号,20090809,北京金易房地产开发有限公司
锦鸿阁,青年沟路东端南侧,北京金政房地产开发有限责任公司,京房售证字( 2005 ) 463 号,20050909,北京金政房地产开发有限责任公司
观唐花园,朝阳区东郊农场中心区,博华紫光置业有限公司,京房售证字(2004)421号,20040908,博华紫光置业有限公司
新尚家园,仁和镇梅沟营村（南侧）,北京慧眼置业有限公司,京房售证字( 2016 ) 255 号,20161211,北京慧眼置业有限公司
百富家园,朝阳区石门村路1号,北京浙金都房地产开发有限公司,京房售证字( 2008 ) 407 号,20081116,北京浙金都房地产开发有限公司
舜泽园,南菜园住宅二区东侧,北京龙庆房地产开发有限公司,京房售证字( 2008 ) 416 号,20081123,北京龙庆房地产开发有限公司
启航商业中心,拱辰街道05-13-10、05-13-12地块,绿地集团北京京永置业有限公司,京房售证字( 2013 ) 241 号,20131229,绿地集团北京京永置业有限公司
康隆苑,黄村镇卫星城北区24号地 ,北京华润曙光房地产开发有限公司,京房售证字( 2005 ) 486 号,20050922,北京华润曙光房地产开发有限公司
昆玉嘉园,玉渊潭乡（落地区B-2）（落地区B-3）（落地区B-1）（上盖区A）,北京京投兴业置业有限公司,京房售证字( 2014 ) 247 号,20141108,北京京投兴业置业有限公司
中海风情苑,小红门乡小红门居住区北区一期A地块,北京嘉益德房地产开发有限公司,京房售证字( 2009 ) 387 号,20091115,北京嘉益德房地产开发有限公司
世纪东方嘉园1区1号车库北段,南磨房乡楼梓庄世纪东方嘉园一区1号楼A、B、C座及地下车库；南磨房乡楼梓庄世纪东方嘉园一区2号楼D座,华瀚投资集团有限公司,京房售证字( 2008 ) 183 号,20080521,华瀚投资集团有限公司
绿海甜园,大兴区庞各庄镇,北京兴港房地产有限公司,京房售证字(2003)409号,20031218,北京兴港房地产有限公司
西山艺境嘉园,门头沟新城MC10-036,北京金水房地产开发有限公司,京房售证字( 2014 ) 211 号,20141001,北京金水房地产开发有限公司
广厦家园,黄村镇观音寺南里,北京兴广厦房地产开发有限责任公司,京房售证字( 2007 ) 70 号,20070311,北京兴广厦房地产开发有限责任公司
康惠园,双桥路双柳巷1号(A1地块)，A3、B3地块，A4地块(20号楼),北京金隅嘉业房地产开发有限公司,京房售证字( 2011 ) 172 号,20110915,北京金隅嘉业房地产开发有限公司
万泽雅苑,卢沟桥乡万泉寺村A地块一级开发项目0616-0661地块,北京怡璟置业有限公司,京房售证字( 2022 ) 78 号,20220617,北京怡璟置业有限公司
冷泉林语山庄,西北旺镇冷泉村冷泉住宅区（西峰霞谷）A区,保利（北京）房地产开发有限公司,京房售证字( 2008 ) 219 号,20080614,保利（北京）房地产开发有限公司
上源府,延庆新城06街区YQ00-0006-0029地块,北京一源置业有限公司,京房售证字( 2022 ) 144号,20220923,北京一源置业有限公司
枫树家园,北七家镇枫树家园（B区）,北京枫树置业有限公司,京房售证字( 2024 ) 73 号,20240827,北京枫树置业有限公司
首城国际中心,广渠路36号(A1-2地块),北京惠明置业有限公司,京房售证字( 2009 ) 122 号,20090507,北京惠明置业有限公司
慧安华庭,安外安苑东路18号（奥体东居）,北京瑞丰恒泰房地产开发有限公司,京房售证字( 2008 ) 320 号,20080903,北京瑞丰恒泰房地产开发有限公司
昭泰典尚家园,孙河组团C地块,北京昭泰房地产开发有限公司,京房售证字( 2018 ) 90 号,20180804,北京昭泰房地产开发有限公司
洺悦尚品嘉园,城乡一体化槐房村和新宫村旧村改造项目二期（第七宗）NY-002、NY-003地块,北京海赋丰业房地产开发有限公司,京房售证字( 2018 ) 150 号,20181109,北京海赋丰业房地产开发有限公司
翡萃家园,北七家镇[中心起步区（海鶄落新村建设）项目一期]HQL-18地块 ,北京昌业房地产开发有限公司,京房售证字( 2018 ) 57 号,20180701,北京昌业房地产开发有限公司
西山燕庐家园,永定镇MC00-0017-6020地块,北京绿城中交房地产开发有限公司,京房售证字( 2018 ) 46 号,20180609,北京绿城中交房地产开发有限公司
丽泽雅园,东管头高楼村（丽泽大厦K座）,北京东兴联房地产开发有限责任公司,京房售证字( 2006 ) 454 号,20061028,北京东兴联房地产开发有限责任公司
锐创中心,西红门0302-010-2地块F3其它类多功能用地项目,北京天恒致远置业有限公司,京房售证字( 2016 ) 192 号,20160916,北京天恒致远置业有限公司
嘉创商务中心（东区）,台湖镇光机电一体化产业基地内,北京城建兴华地产有限公司,京房售证字( 2024 ) 39 号,20240425,北京城建兴华地产有限公司
昭泰典尚家园,孙河组团C地块,北京昭泰房地产开发有限公司,京房售证字( 2016 ) 250 号,20161202,北京昭泰房地产开发有限公司
云创中心,天竺综合保税区内,北京绿地京源房地产开发有限公司,京房售证字( 2015 ) 47 号,20150527,北京绿地京源房地产开发有限公司
万达大湖居,安立路81号、景藏健康公园内,北京景藏健康置业有限公司,京房售证字( 2007 ) 232 号,20070708,北京景藏健康置业有限公司
畅悦家园,北七家镇,北京世纪鸿城置业有限公司,京房售证字( 2016 ) 229 号,20161120,北京世纪鸿城置业有限公司
中海金融中心,菜市口东南角大吉危改小区B地块,北京中信房地产有限公司,京房售证字( 2024 ) 99 号,20241001,北京中信房地产有限公司
鹤巢居,东铁营横七条44号住宅用地,北京运石建龙房地产开发有限责任公司,京房售证字( 2009 ) 157 号,20090529,北京运石建龙房地产开发有限责任公司
运河明珠家园,北京市通州区玉带河东街、滨河中路,北京豪光房地产开发有限公司,京房售证字( 2008 ) 15 号,20080118,北京豪光房地产开发有限公司
长安锦苑,永定镇MC00-0605-0001 、0003地块,北京慧茂置业有限公司,京房售证字( 2022 ) 93 号,20220706,北京慧茂置业有限公司
玉树临枫锦园,闵庄路南侧小屯地区玉泉新村一期B地块（南侧地块）,北京润地房地产综合开发有限公司,京房售证字( 2006 ) 71 号,20060315,北京润地房地产综合开发有限公司
